codigo,descricao,unidade,classe,grupo,custo_total,custo_mao_obra,custo_material,custo_equipamento,referencia
103885,"CURVA DE TRANSPOSIÇÃO EM BRONZE/LATÃO, DN 15 MM, SEM ANEL DE SOLDA, BOLSA X BOLSA, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,27.46,6.37,21.09,0.00,202412
103886,"JUNTA DE EXPANSÃO EM COBRE, DN 15 MM, PONTA X PONTA, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,456.91,6.36,450.55,0.00,202412
103887,"CONECTOR EM BRONZE/LATÃO, DN 15 MM X 1/2"", SEM ANEL DE SOLDA, BOLSA X ROSCA F, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,20.34,4.59,15.75,0.00,202412
103888,"LUVA EM COBRE, DN 22 MM, SEM ANEL DE SOLDA, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,16.77,7.55,9.22,0.00,202412
103889,"LUVA PASSANTE EM COBRE, DN 22 MM, SEM ANEL DE SOLDA, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,18.10,7.54,10.56,0.00,202412
103890,"JUNTA DE EXPANSÃO EM COBRE, DN 22 MM, PONTA X PONTA, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,530.66,7.51,523.15,0.00,202412
103891,"CURVA DE TRANSPOSIÇÃO EM BRONZE/LATÃO, DN 22 MM, SEM ANEL DE SOLDA, BOLSA X BOLSA, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,52.05,7.52,44.53,0.00,202412
103892,"BUCHA DE REDUÇÃO EM COBRE, DN 22 MM X 15 MM, SEM ANEL DE SOLDA, PONTA X BOLSA, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,16.29,6.97,9.32,0.00,202412
103893,"CONECTOR EM BRONZE/LATÃO, DN 22 MM X 1/2"", SEM ANEL DE SOLDA, BOLSA X ROSCA F, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,21.61,5.15,16.46,0.00,202412
103894,"CONECTOR EM BRONZE/LATÃO, DN 22 MM X 3/4"", SEM ANEL DE SOLDA, BOLSA X ROSCA F, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,25.99,5.91,20.08,0.00,202412
103895,"LUVA EM COBRE, DN 28 MM, SEM ANEL DE SOLDA, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,24.12,8.52,15.60,0.00,202412
103896,"LUVA PASSANTE EM COBRE, DN 28 MM, SEM ANEL DE SOLDA, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,24.12,8.52,15.60,0.00,202412
103897,"CURVA DE TRANSPOSIÇÃO EM BRONZE/LATÃO, DN 28 MM, SEM ANEL DE SOLDA, BOLSA X BOLSA, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,86.53,8.50,78.03,0.00,202412
103898,"JUNTA DE EXPANSÃO EM COBRE, DN 28 MM, PONTA X PONTA, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,583.51,8.50,575.01,0.00,202412
103899,"CONECTOR EM BRONZE/LATÃO, DN 28 MM X 1/2"", SEM ANEL DE SOLDA, BOLSA X ROSCA F, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,33.09,5.65,27.44,0.00,202412
103900,"BUCHA DE REDUÇÃO EM COBRE, DN 28 MM X 22 MM, SEM ANEL DE SOLDA, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,21.06,8.04,13.02,0.00,202412
103901,"TÊ EM COBRE, DN 15 MM, SEM ANEL DE SOLDA, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,24.79,12.78,12.01,0.00,202412
103902,"TÊ EM COBRE, DN 22 MM, SEM ANEL DE SOLDA, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,36.68,15.08,21.60,0.00,202412
103903,"TÊ EM COBRE, DN 28 MM, SEM ANEL DE SOLDA, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,49.67,17.05,32.62,0.00,202412
103904,"EXECUÇÃO DE PAVIMENTO DE CONCRETO SIMPLES (PCS), FCK = 35 MPA, ESPESSURA DE 15,0 CM. AF_04/2022",M2,PAVIMENTACAO,EXECUCAO DE PAVIMENTACOES DIVERSAS,141.92,12.49,129.43,0.00,202412
103905,"EXECUÇÃO DE PAVIMENTO DE CONCRETO SIMPLES (PCS), FCK = 35 MPA, ESPESSURA DE 16,0 CM. AF_04/2022",M2,PAVIMENTACAO,EXECUCAO DE PAVIMENTACOES DIVERSAS,150.14,12.89,137.25,0.00,202412
103906,"EXECUÇÃO DE PAVIMENTO DE CONCRETO SIMPLES (PCS), FCK = 40 MPA, ESPESSURA DE 16,0 CM. AF_04/2022",M2,PAVIMENTACAO,EXECUCAO DE PAVIMENTACOES DIVERSAS,179.29,16.97,162.32,0.00,202412
103907,"EXECUÇÃO DE PAVIMENTO DE CONCRETO SIMPLES (PCS), FCK = 35 MPA, ESPESSURA DE 17,5 CM. AF_04/2022",M2,PAVIMENTACAO,EXECUCAO DE PAVIMENTACOES DIVERSAS,158.64,13.24,145.39,0.01,202412
103908,"EXECUÇÃO PAVIMENTO DE CONCRETO SIMPLES (PCS), FCK = 35 MPA, ESPESSURA DE 20,0 CM. AF_04/2022",M2,PAVIMENTACAO,EXECUCAO DE PAVIMENTACOES DIVERSAS,179.11,14.24,164.85,0.02,202412
103909,"EXECUÇÃO PAVIMENTO DE CONCRETO SIMPLES (PCS), FCK = 35 MPA, ESPESSURA DE 22,5 CM. AF_04/2022",M2,PAVIMENTACAO,EXECUCAO DE PAVIMENTACOES DIVERSAS,204.20,15.05,189.13,0.02,202412
103911,"EXECUÇÃO DE PAVIMENTO DE CONCRETO SIMPLES (PCS), FCK = 35 MPA, ESPESSURA DE 25,0 CM. AF_04/2022",M2,PAVIMENTACAO,EXECUCAO DE PAVIMENTACOES DIVERSAS,231.91,15.85,216.04,0.02,202412
103912,"EXECUÇÃO PAVIMENTO DE CONCRETO SIMPLES (PCS), FCK = 35 MPA, ESPESSURA DE 27,5 CM. AF_04/2022",M2,PAVIMENTACAO,EXECUCAO DE PAVIMENTACOES DIVERSAS,256.05,17.30,238.73,0.02,202412
103913,"EXECUÇÃO DE PISO INDUSTRIAL DE CONCRETO ARMADO, FCK = 20 MPA, ESPESSURA DE 12,0 CM. AF_04/2022",M2,PAVIMENTACAO,EXECUCAO DE PAVIMENTACOES DIVERSAS,134.58,9.79,124.79,0.00,202412
103914,"EXECUÇÃO DE PISO INDUSTRIAL DE CONCRETO ARMADO, FCK = 20 MPA, ESPESSURA DE 14,0 CM. AF_04/2022",M2,PAVIMENTACAO,EXECUCAO DE PAVIMENTACOES DIVERSAS,156.54,10.95,145.59,0.00,202412
103915,"EXECUÇÃO DE PISO INDUSTRIAL DE CONCRETO ARMADO, FCK = 20 MPA, ESPESSURA DE 15,0 CM. AF_04/2022",M2,PAVIMENTACAO,EXECUCAO DE PAVIMENTACOES DIVERSAS,170.90,11.51,159.39,0.00,202412
103916,"EXECUÇÃO DE PISO INDUSTRIAL DE CONCRETO ARMADO, FCK = 20 MPA, ESPESSURA DE 18,0 CM. AF_04/2022",M2,PAVIMENTACAO,EXECUCAO DE PAVIMENTACOES DIVERSAS,196.10,12.81,183.28,0.01,202412
103917,"EXECUÇÃO DE PISO INDUSTRIAL DE CONCRETO ARMADO, FCK = 20 MPA, ESPESSURA DE 20,0 CM. AF_04/2022",M2,PAVIMENTACAO,EXECUCAO DE PAVIMENTACOES DIVERSAS,225.68,13.74,211.92,0.02,202412
103918,"EXECUÇÃO DE PISO INDUSTRIAL DE CONCRETO ARMADO, FCK = 20 MPA, ESPESSURA DE 22,0 CM. AF_04/2022",M2,PAVIMENTACAO,EXECUCAO DE PAVIMENTACOES DIVERSAS,239.40,14.40,224.98,0.02,202412
103925,"ESCADA HIDRÁULICA, LARGURA ATÉ 1M, TIPO DESCIDA D'ÁGUA DE CORTE OU ATERRO EM DEGRAUS (DCD 02, 04 E DAD 02), EM CONCRETO USINADO, FCK = 20 MPA, LANÇADO COM BOMBA, INCLUINDO ARMAÇÃO, MATERIAIS E FÔRMAS (3 UTILIZAÇÕES). AF_08/2022",M3,FUNDACOES E ESTRUTURAS,ESTRUTURAS DIVERSAS,1772.81,451.31,1307.96,13.20,202412
103926,"ESCADA HIDRÁULICA, LARGURA DE 1 A 4,1 M, TIPO DESCIDA D'ÁGUA DE ATERRO EM DEGRAUS (DAD 04, 06, 08, 10, 12, 14, 16, 18), EM CONCRETO USINADO, FCK = 20 MPA, LANÇADO COM BOMBA, INCLUINDO ARMAÇÃO, MATERIAIS E FÔRMAS (3 UTILIZAÇÕES). AF_08/2022",M3,FUNDACOES E ESTRUTURAS,ESTRUTURAS DIVERSAS,1451.78,324.16,1118.28,9.09,202412
103928,"BACIA DE DISSIPAÇÃO, TIPO BACIA EM PEDRA DE MÃO ARGAMASSADA (DES 01, 02, 03, 04), LANÇADO MANUALMENTE, INCLUINDO MATERIAIS E FÔRMAS (2 UTILIZAÇÕES). AF_08/2022",M3,FUNDACOES E ESTRUTURAS,ESTRUTURAS DIVERSAS,537.00,150.79,386.21,0.00,202412
103929,"BACIA DE DISSIPAÇÃO, TIPO BACIA COM DENTES DE CONCRETO (01), COM PREPARO MANUAL, FCK = 20 MPA, LANÇADO MANUALMENTE, INCLUINDO MATERIAIS E FÔRMAS (2 UTILIZAÇÕES). AF_08/2022",M3,FUNDACOES E ESTRUTURAS,ESTRUTURAS DIVERSAS,1251.26,291.81,952.52,4.65,202412
103930,"BACIA DE DISSIPAÇÃO, LARGURA ATÉ 1 M, TIPO BACIA EM PEDRA DE MÃO FIXADA COM CONCRETO (DEB 01, 02), COM PREPARO MANUAL, FCK = 20 MPA, LANÇADO MANUALMENTE, INCLUINDO MATERIAIS E FÔRMAS (2 UTILIZAÇÕES). AF_08/2022",M3,FUNDACOES E ESTRUTURAS,ESTRUTURAS DIVERSAS,795.45,192.75,598.40,2.90,202412
103931,"BACIA DE DISSIPAÇÃO, LARGURA DE 1 A 4 M, TIPO BACIA EM PEDRA DE MÃO FIXADA COM CONCRETO (DEB 03, 04, 05, 06), COM PREPARO MANUAL, FCK = 20 MPA, LANÇADO MANUALMENTE, INCLUINDO MATERIAIS E FÔRMAS (2 UTILIZAÇÕES). AF_08/2022",M3,FUNDACOES E ESTRUTURAS,ESTRUTURAS DIVERSAS,600.53,148.79,448.07,2.51,202412
103932,"BACIA DE DISSIPAÇÃO, LARGURA DE 4 A 9,2 M, TIPO BACIA EM PEDRA DE MÃO FIXADA COM CONCRETO (DEB 07, 08, 09, 10, 11, 12, 13), COM PREPARO MANUAL, FCK = 20 MPA, LANÇADO MANUALMENTE, INCLUINDO MATERIAIS E FÔRMAS (2 UTILIZAÇÕES). AF_08/2022",M3,FUNDACOES E ESTRUTURAS,ESTRUTURAS DIVERSAS,571.96,142.35,426.05,2.44,202412
103933,"DESCIDA D'ÁGUA RÁPIDA (DAR 03), EM CONCRETO USINADO, FCK = 20 MPA, LANÇADO COM BOMBA, INCLUINDO ARMAÇÃO, MATERIAIS E FÔRMAS (2 UTILIZAÇÕES). AF_08/2022",M3,FUNDACOES E ESTRUTURAS,ESTRUTURAS DIVERSAS,1601.32,299.50,1301.38,0.17,202412
103937,"CONJUNTO MACACO HIDRÁULICO E CENTRAL DE BOMBEAMENTO MOTORIZADO 1,8 KW PARA PROTENSÃO DE MONOCABOS PARA CONCRETO PROTENDIDO, ESFORÇO MÁXIMO DE 20 TONELADAS  - MATERIAIS NA OPERAÇÃO. AF_05/2022",H,CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS,COMPOSIÇÕES AUXILIARES,1.49,0.00,0.00,0.00,202412
103943,"CONJUNTO MACACO HIDRÁULICO E CENTRAL DE BOMBEAMENTO MOTORIZADO 1,8 KW PARA PROTENSÃO DE MONOCABOS PARA CONCRETO PROTENDIDO, ESFORÇO MÁXIMO DE 30 TONELADAS  - MATERIAIS NA OPERAÇÃO. AF_05/2022",H,CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS,COMPOSIÇÕES AUXILIARES,1.49,0.00,0.00,0.00,202412
103946,"PLANTIO DE GRAMA ESMERALDA OU SÃO CARLOS OU CURITIBANA, EM PLACAS. AF_07/2024",M2,URBANIZACAO,"GRAMA, INCLUSIVE PREPARO DO SOLO",18.77,2.52,16.25,0.00,202412
103947,"BUCHA DE REDUÇÃO, CURTA, PVC, SOLDÁVEL, DN 25 X 20 MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,6.18,3.72,2.46,0.00,202412
103948,"BUCHA DE REDUÇÃO, CURTA, PVC, SOLDÁVEL, DN 32 X 25 MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,7.71,4.37,3.34,0.00,202412
103949,"BUCHA DE REDUÇÃO, LONGA, PVC, SOLDÁVEL, DN 32 X 20 MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,9.03,4.07,4.96,0.00,202412
103950,"JOELHO DE REDUÇÃO, 90 GRAUS, PVC, SOLDÁVEL, DN 25 MM X 20 MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,10.63,5.55,5.08,0.00,202412
103951,"JOELHO DE REDUÇÃO, 90 GRAUS, PVC, SOLDÁVEL, DN 32 MM X 25 MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,14.62,6.51,8.11,0.00,202412
103952,"BUCHA DE REDUÇÃO, CURTA, PVC, SOLDÁVEL, DN 25 X 20 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,5.68,3.33,2.35,0.00,202412
103953,"BUCHA DE REDUÇÃO, CURTA, PVC, SOLDÁVEL, DN 32 X 25 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,7.12,3.90,3.22,0.00,202412
103954,"BUCHA DE REDUÇÃO, LONGA, PVC, SOLDÁVEL, DN 32 X 20 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,8.46,3.65,4.81,0.00,202412
103955,"JOELHO DE REDUÇÃO, 90 GRAUS, PVC, SOLDÁVEL, DN 25 MM X 20 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,9.88,4.98,4.90,0.00,202412
103956,"JOELHO DE REDUÇÃO, 90 GRAUS, PVC, SOLDÁVEL, DN 32 MM X 25 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,13.72,5.82,7.90,0.00,202412
103957,"BUCHA DE REDUÇÃO, CURTA, PVC, SOLDÁVEL, DN 32 X 25 MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,4.72,2.05,2.67,0.00,202412
103958,"BUCHA DE REDUÇÃO, CURTA, PVC, SOLDÁVEL, DN 50 X 40 MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,9.56,3.00,6.56,0.00,202412
103959,"BUCHA DE REDUÇÃO, CURTA, PVC, SOLDÁVEL, DN 60 X 50 MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,14.28,3.60,10.68,0.00,202412
103962,"BUCHA DE REDUÇÃO, LONGA, PVC, SOLDÁVEL, DN 32 X 20 MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,6.16,1.84,4.32,0.00,202412
103964,"BUCHA DE REDUÇÃO, LONGA, PVC, SOLDÁVEL, DN 40 X 25 MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,7.82,2.26,5.56,0.00,202412
103966,"BUCHA DE REDUÇÃO, LONGA, PVC, SOLDÁVEL, DN 50 X 25 MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,9.23,2.56,6.67,0.00,202412
103967,"BUCHA DE REDUÇÃO , LONGA, PVC, SOLDÁVEL, DN 50 X 32 MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,11.11,2.77,8.34,0.00,202412
103968,"BUCHA DE REDUÇÃO, LONGA, PVC, SOLDÁVEL, DN 60 X 25 MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,15.86,2.86,13.00,0.00,202412
103969,"BUCHA DE REDUÇÃO, LONGA, PVC, SOLDÁVEL, DN 60 X 32 MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,18.72,3.06,15.66,0.00,202412
103971,"BUCHA DE REDUÇÃO, LONGA, PVC, SOLDÁVEL, DN 60 X 50 MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,23.79,3.59,20.20,0.00,202412
103972,"BUCHA DE REDUÇÃO, LONGA, PVC, SOLDÁVEL, DN 75 X 50 MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,27.54,4.03,23.51,0.00,202412
103974,"JOELHO DE REDUÇÃO, 90 GRAUS, PVC, SOLDÁVEL, DN 32 MM X 25 MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,10.16,3.05,7.11,0.00,202412
103975,"TE DE REDUÇÃO, 90 GRAUS, PVC, SOLDÁVEL, DN 50 MM X 20 MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,17.04,4.75,12.29,0.00,202412
103976,"TE DE REDUÇÃO, 90 GRAUS, PVC, SOLDÁVEL, DN 50 MM X 32 MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,24.57,5.54,19.03,0.00,202412
103978,"TUBO, PVC, SOLDÁVEL, DE 40MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",M,INSTALACOES HIDRO SANITARIAS,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMIC,25.70,8.74,16.96,0.00,202412
103979,"TUBO, PVC, SOLDÁVEL, DE 50MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",M,INSTALACOES HIDRO SANITARIAS,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMIC,29.26,10.44,18.82,0.00,202412
103980,"JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 40MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,17.13,7.50,9.63,0.00,202412
103981,"JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 40MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,17.18,7.50,9.68,0.00,202412
103982,"CURVA 90 GRAUS, PVC, SOLDÁVEL, DN 40MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,23.14,7.49,15.65,0.00,202412
103983,"CURVA 45 GRAUS, PVC, SOLDÁVEL, DN 40MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,16.65,7.50,9.15,0.00,202412
103984,"JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 50MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,18.97,8.96,10.01,0.00,202412
103985,"JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 50MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,21.42,8.96,12.46,0.00,202412
103986,"CURVA 90 GRAUS, PVC, SOLDÁVEL, DN 50MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,26.88,8.95,17.93,0.00,202412
103987,"CURVA 45 GRAUS, PVC, SOLDÁVEL, DN 50MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,23.18,8.96,14.22,0.00,202412
103988,"LUVA, PVC, SOLDÁVEL, DN 40MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,12.34,5.00,7.34,0.00,202412
103990,"UNIÃO, PVC, SOLDÁVEL, DN 40MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,33.58,4.98,28.60,0.00,202412
103991,"LUVA COM ROSCA, PVC, SOLDÁVEL, DN 40MM X 1.1/4"", INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,17.63,4.61,13.02,0.00,202412
103992,"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 40MM X 1.1/4"", INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,11.13,4.62,6.51,0.00,202412
103993,"BUCHA DE REDUÇÃO, PVC, SOLDÁVEL, DN 40MM X 32MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,9.56,4.62,4.94,0.00,202412
103994,"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 40MM X 1.1/2"", INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,13.65,4.50,9.15,0.00,202412
